,school_name,type,math_score,reading_score
34465,Johnson High School,District,85,75
34466,Johnson High School,District,59,63
34467,Johnson High School,District,81,94
34468,Johnson High School,District,74,77
34469,Johnson High School,District,88,66
34470,Johnson High School,District,66,71
34471,Johnson High School,District,63,84
34472,Johnson High School,District,93,81
34473,Johnson High School,District,79,82
34474,Johnson High School,District,93,73
34475,Johnson High School,District,90,91
34476,Johnson High School,District,89,78
34477,Johnson High School,District,61,92
34478,Johnson High School,District,86,70
34479,Johnson High School,District,87,93
34480,Johnson High School,District,96,73
34481,Johnson High School,District,58,75
34482,Johnson High School,District,78,76
34483,Johnson High School,District,65,70
34484,Johnson High School,District,70,93
34485,Johnson High School,District,59,82
34486,Johnson High School,District,64,97
34487,Johnson High School,District,73,83
34488,Johnson High School,District,56,96
34489,Johnson High School,District,58,75
34490,Johnson High School,District,98,77
34491,Johnson High School,District,57,78
34492,Johnson High School,District,79,75
34493,Johnson High School,District,64,82
34494,Johnson High School,District,93,88
34495,Johnson High School,District,65,83
34496,Johnson High School,District,95,77
34497,Johnson High School,District,91,69
34498,Johnson High School,District,99,73
34499,Johnson High School,District,66,73
34500,Johnson High School,District,72,77
34501,Johnson High School,District,89,97
34502,Johnson High School,District,74,66
34503,Johnson High School,District,99,70
34504,Johnson High School,District,91,83
34505,Johnson High School,District,89,84
34506,Johnson High School,District,69,98
34507,Johnson High School,District,59,64
34508,Johnson High School,District,55,99
34509,Johnson High School,District,83,71
34510,Johnson High School,District,96,80
34511,Johnson High School,District,76,71
34512,Johnson High School,District,88,79
34513,Johnson High School,District,79,96
34514,Johnson High School,District,64,95
34515,Johnson High School,District,55,63
34516,Johnson High School,District,98,66
34517,Johnson High School,District,74,63
34518,Johnson High School,District,66,82
34519,Johnson High School,District,76,68
34520,Johnson High School,District,73,81
34521,Johnson High School,District,91,63
34522,Johnson High School,District,98,63
34523,Johnson High School,District,72,75
34524,Johnson High School,District,83,97
34525,Johnson High School,District,71,98
34526,Johnson High School,District,92,64
34527,Johnson High School,District,76,83
34528,Johnson High School,District,71,86
34529,Johnson High School,District,96,88
34530,Johnson High School,District,71,76
34531,Johnson High School,District,71,77
34532,Johnson High School,District,99,79
34533,Johnson High School,District,67,72
34534,Johnson High School,District,74,70
34535,Johnson High School,District,62,83
34536,Johnson High School,District,92,95
34537,Johnson High School,District,89,89
34538,Johnson High School,District,56,73
34539,Johnson High School,District,92,63
34540,Johnson High School,District,81,91
34541,Johnson High School,District,91,88
34542,Johnson High School,District,64,65
34543,Johnson High School,District,94,98
34544,Johnson High School,District,95,63
34545,Johnson High School,District,60,74
34546,Johnson High School,District,96,76
34547,Johnson High School,District,77,72
34548,Johnson High School,District,62,98
34549,Johnson High School,District,78,80
34550,Johnson High School,District,65,78
34551,Johnson High School,District,58,99
34552,Johnson High School,District,87,80
34553,Johnson High School,District,88,88
34554,Johnson High School,District,79,81
34555,Johnson High School,District,74,98
34556,Johnson High School,District,63,75
34557,Johnson High School,District,58,70
34558,Johnson High School,District,76,97
34559,Johnson High School,District,59,95
34560,Johnson High School,District,75,76
34561,Johnson High School,District,74,91
34562,Johnson High School,District,81,83
34563,Johnson High School,District,89,83
34564,Johnson High School,District,96,93
34565,Johnson High School,District,95,78
34566,Johnson High School,District,80,89
34567,Johnson High School,District,64,63
34568,Johnson High School,District,66,84
34569,Johnson High School,District,75,67
34570,Johnson High School,District,82,69
34571,Johnson High School,District,94,69
34572,Johnson High School,District,57,92
34573,Johnson High School,District,59,78
34574,Johnson High School,District,70,83
34575,Johnson High School,District,79,89
34576,Johnson High School,District,81,82
34577,Johnson High School,District,77,80
34578,Johnson High School,District,55,95
34579,Johnson High School,District,60,67
34580,Johnson High School,District,70,97
34581,Johnson High School,District,81,70
34582,Johnson High School,District,68,83
34583,Johnson High School,District,72,90
34584,Johnson High School,District,78,95
34585,Johnson High School,District,89,80
34586,Johnson High School,District,98,76
34587,Johnson High School,District,62,85
34588,Johnson High School,District,59,77
34589,Johnson High School,District,96,79
34590,Johnson High School,District,68,93
34591,Johnson High School,District,96,71
34592,Johnson High School,District,72,84
34593,Johnson High School,District,98,95
34594,Johnson High School,District,78,86
34595,Johnson High School,District,58,73
34596,Johnson High School,District,79,64
34597,Johnson High School,District,93,64
34598,Johnson High School,District,83,97
34599,Johnson High School,District,75,68
34600,Johnson High School,District,68,94
34601,Johnson High School,District,73,66
34602,Johnson High School,District,70,84
34603,Johnson High School,District,72,73
34604,Johnson High School,District,78,88
34605,Johnson High School,District,96,98
34606,Johnson High School,District,69,72
34607,Johnson High School,District,58,85
34608,Johnson High School,District,93,65
34609,Johnson High School,District,59,96
34610,Johnson High School,District,55,72
34611,Johnson High School,District,83,67
34612,Johnson High School,District,76,66
34613,Johnson High School,District,91,68
34614,Johnson High School,District,72,64
34615,Johnson High School,District,65,76
34616,Johnson High School,District,93,79
34617,Johnson High School,District,90,92
34618,Johnson High School,District,71,81
34619,Johnson High School,District,97,84
34620,Johnson High School,District,58,67
34621,Johnson High School,District,62,84
34622,Johnson High School,District,62,73
34623,Johnson High School,District,69,73
34624,Johnson High School,District,76,64
34625,Johnson High School,District,95,69
34626,Johnson High School,District,58,85
34627,Johnson High School,District,68,68
34628,Johnson High School,District,77,96
34629,Johnson High School,District,76,71
34630,Johnson High School,District,61,84
34631,Johnson High School,District,76,78
34632,Johnson High School,District,62,91
34633,Johnson High School,District,59,76
34634,Johnson High School,District,61,82
34635,Johnson High School,District,73,67
34636,Johnson High School,District,64,66
34637,Johnson High School,District,86,71
34638,Johnson High School,District,98,87
34639,Johnson High School,District,98,78
34640,Johnson High School,District,73,74
34641,Johnson High School,District,59,73
34642,Johnson High School,District,69,88
34643,Johnson High School,District,70,86
34644,Johnson High School,District,62,83
34645,Johnson High School,District,95,82
34646,Johnson High School,District,97,91
34647,Johnson High School,District,77,80
34648,Johnson High School,District,76,64
34649,Johnson High School,District,79,81
34650,Johnson High School,District,56,73
34651,Johnson High School,District,59,82
34652,Johnson High School,District,99,99
34653,Johnson High School,District,98,70
34654,Johnson High School,District,90,92
34655,Johnson High School,District,86,67
34656,Johnson High School,District,73,90
34657,Johnson High School,District,95,87
34658,Johnson High School,District,72,71
34659,Johnson High School,District,86,93
34660,Johnson High School,District,65,69
34661,Johnson High School,District,99,63
34662,Johnson High School,District,70,93
34663,Johnson High School,District,68,68
34664,Johnson High School,District,77,87
34665,Johnson High School,District,63,95
34666,Johnson High School,District,69,80
34667,Johnson High School,District,69,97
34668,Johnson High School,District,83,70
34669,Johnson High School,District,83,89
34670,Johnson High School,District,79,82
34671,Johnson High School,District,77,96
34672,Johnson High School,District,66,79
34673,Johnson High School,District,55,90
34674,Johnson High School,District,60,79
34675,Johnson High School,District,76,76
34676,Johnson High School,District,90,97
34677,Johnson High School,District,76,77
34678,Johnson High School,District,76,97
34679,Johnson High School,District,86,97
34680,Johnson High School,District,93,87
34681,Johnson High School,District,81,70
34682,Johnson High School,District,55,78
34683,Johnson High School,District,64,74
34684,Johnson High School,District,98,74
34685,Johnson High School,District,80,95
34686,Johnson High School,District,83,95
34687,Johnson High School,District,61,89
34688,Johnson High School,District,97,77
